House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
41,Salisbury Lane,Gerald,Smith,35,Husband,Married,Male,Neurosurgeon,None,Methodist
41,Salisbury Lane,Conor,Howarth,30,Lodger,Single,Male,"Surveyor, insurance",None,Muslim
42,Salisbury Lane,Patrick,Wright,38,Head,Divorced,Male,Restaurant manager,None,Muslim
43,Salisbury Lane,Ellie,White,51,Head,Married,Female,Clinical research associate,None,Catholic
43,Salisbury Lane,Alex,White,52,Husband,Married,Male,"Production designer, theatre/television/film",None,Catholic
43,Salisbury Lane,Tom,Green-White,17,Son,NA,Male,Student,None,NA
44,Salisbury Lane,Gregory,Jones,71,Head,Married,Male,Retired Exhibition designer,None,Catholic
44,Salisbury Lane,Dorothy,Jones,74,Wife,Married,Female,Retired Manufacturing engineer,None,None
45,Salisbury Lane,Margaret,Sullivan,73,Head,Divorced,Female,Unemployed,None,Christian
45,Salisbury Lane,June,Sullivan,41,Daughter,Single,Female,"Accountant, chartered public finance",None,None
46,Salisbury Lane,Scott,Fox,27,Head,Single,Male,"Psychologist, clinical",None,Christian
47,Salisbury Lane,Vincent,Dobson,64,Head,Single,Male,"Chemist, analytical",None,None
48,Salisbury Lane,Ronald,Thorpe,37,Head,Married,Male,"Designer, multimedia",None,None
48,Salisbury Lane,Lauren,Thorpe,35,Wife,Married,Female,"Engineer, biomedical",None,None
49,Salisbury Lane,Sophie,Smith,53,Head,Divorced,Female,"Designer, multimedia",None,Christian
49,Salisbury Lane,Catherine,Davis-Smith,12,Daughter,NA,Female,Student,None,NA
49,Salisbury Lane,Chloe,Davis-Smith,9,Daughter,NA,Female,Student,None,NA
49,Salisbury Lane,Norman,Davis-Smith,7,Son,NA,Male,Student,None,NA
49,Salisbury Lane,Malcolm,Davis-Smith,3,Son,NA,Male,Child,None,NA
50,Salisbury Lane,Donna,Foster,59,Head,Single,Female,Unemployed,None,None
50,Salisbury Lane,Vanessa,Foster,30,Daughter,Single,Female,Editorial assistant,None,None
50,Salisbury Lane,William,Foster,26,Son,Single,Male,"Lecturer, further education",None,None
50,Salisbury Lane,Bruce,Foster,18,Son,Single,Male,Student,None,None
50,Salisbury Lane,Sylvia,Foster,15,Daughter,NA,Female,Student,None,NA
51,Salisbury Lane,Kyle,Morris,60,Head,Single,Male,Operational investment banker,None,Methodist
52,Salisbury Lane,Jade,Morris,53,Head,Married,Female,Unemployed,None,None
52,Salisbury Lane,Peter,Morris,55,Husband,Married,Male,Tax inspector,None,None
52,Salisbury Lane,Marcus,Morris,23,Son,Single,Male,Analytical chemist,None,None
52,Salisbury Lane,Natasha,Morris,21,Daughter,Divorced,Female,University Student,None,None
52,Salisbury Lane,Janet,Morris,5,Daughter,NA,Female,Student,None,NA
53,Salisbury Lane,Natasha,Kaur,78,Head,Married,Female,Retired Sales promotion account executive,None,Methodist
53,Salisbury Lane,Clive,Kaur,80,Husband,Married,Male,Retired Armed forces technical officer,None,None
54,Salisbury Lane,Sophie,Miller,69,Head,Widowed,Female,Retired Dramatherapist,None,Christian
55,Salisbury Lane,Ellie,Hunt,47,Head,Married,Female,Technical brewer,None,None
55,Salisbury Lane,Graeme,Hunt,45,Husband,Married,Male,Educational psychologist,Deaf,None
55,Salisbury Lane,Stewart,Hunt,15,Son,NA,Male,Student,None,NA
55,Salisbury Lane,Sandra,Hunt,13,Daughter,NA,Female,Student,None,NA
56,Salisbury Lane,Naomi,Wright,60,Head,Married,Female,Contracting civil engineer,None,Christian
56,Salisbury Lane,Mathew,Wright,71,Husband,Married,Male,Retired Waste management officer,None,Christian
56,Salisbury Lane,Louis,Wright,21,Son,Divorced,Male,University Student,None,Christian
56,Salisbury Lane,Ronald,Wright,17,Son,NA,Male,Student,None,NA
57,Salisbury Lane,Catherine,Marsh,79,Head,Married,Female,Retired Conference centre manager,None,Catholic
57,Salisbury Lane,Elliot,Marsh,77,Husband,Married,Male,Retired Control and instrumentation engineer,None,Catholic
1,Field Lane,Eleanor,Watson,42,Head,Single,Female,Research scientist (maths),None,Catholic
1,Field Lane,Bryan,Watson,16,Son,NA,Male,Student,None,NA
1,Field Lane,Francis,Watson,15,Son,NA,Male,Student,None,NA
1,Field Lane,Sean,Watson,14,Son,NA,Male,Student,None,NA
1,Field Lane,Shirley,Watson,14,Daughter,NA,Female,Student,None,NA
2,Field Lane,Nicole,Bailey,52,Head,Single,Female,Chief Executive Officer,None,Catholic
2,Field Lane,Barry,Bailey,25,Son,Single,Male,Unemployed,None,Catholic
3,Field Lane,Amber,Mitchell,35,Head,Married,Female,"Runner, broadcasting/film/video",None,Catholic
3,Field Lane,Stephen,Mitchell,37,Husband,Married,Male,"Engineer, electronics",None,Catholic
3,Field Lane,Cameron,Mitchell,8,Son,NA,Male,Student,None,NA
3,Field Lane,Ryan,Mitchell,5,Son,NA,Male,Student,None,NA
4,Field Lane,Vanessa,Howard,69,Head,Widowed,Female,Retired Financial controller,None,Christian
4,Field Lane,Vincent,Howard,39,Son,Single,Male,Arboriculturist,None,None
4,Field Lane,Charlotte,Howard,36,Daughter,Single,Female,Unemployed,None,Christian
4,Field Lane,Jordan,Howard,30,Son,Single,Male,Ophthalmologist,None,Christian
5,Field Lane,Joanna,Williams,62,Head,Single,Female,Museum/gallery exhibitions officer,None,Christian
5,Field Lane,Sara,Williams,28,Daughter,Single,Female,Naval architect,None,Christian
6,Field Lane,Lewis,Vincent,62,Head,Single,Male,Tax inspector,None,None
6,Field Lane,Julie,Rahman,20,None,Single,Female,University Student,None,None
6,Field Lane,Kelly,Johnson,24,None,Single,Female,"Buyer, retail",None,None
6,Field Lane,Roger,Gallagher,41,None,Single,Male,TEFL teacher,None,Christian
6,Field Lane,Garry,Burns,56,None,Single,Male,"Pharmacist, community",None,Christian
7,Field Lane,Aimee,Fox,23,Head,Single,Female,Unemployed,None,None
7,Field Lane,Mohamed,Morgan,25,Partner,Single,Male,Waste management officer,None,None
7,Field Lane,Gavin,Fox,0,Son,NA,Male,Child,None,NA
8,Field Lane,Suzanne,Wilson,44,Head,Married,Female,"Engineer, energy",None,None
8,Field Lane,Julian,Wilson,46,Husband,Married,Male,Landscape architect,None,None
8,Field Lane,Christopher,Wilson,15,Son,NA,Male,Student,None,NA
9,Field Lane,Francesca,Brown,44,Head,Married,Female,Secretary/administrator,None,Christian
9,Field Lane,Charles,Brown,46,Husband,Married,Male,Fashion designer,None,Christian
10,Field Lane,Marion,Robinson,55,Head,Divorced,Female,Archaeologist,None,Christian
10,Field Lane,Amanda,Robinson,9,Granddaughter,NA,Female,Student,None,NA
10,Field Lane,Sam,Evans,7,Grandson,NA,Male,Student,None,NA
10,Field Lane,Jodie,Abbott,6,Granddaughter,NA,Female,Student,None,NA
10,Field Lane,Lauren,Shah,2,Granddaughter,NA,Female,Child,None,NA
11,Field Lane,Louise,Bowen-Marsden,40,Head,Divorced,Female,Radio producer,None,None
11,Field Lane,Bryan,Bowen-Marsden,1,Son,NA,Male,Child,None,NA
11,Field Lane,Katy,Jones,33,Lodger,Single,Female,"Surveyor, building",None,Methodist
11,Field Lane,Sandra,Marsh,31,Lodger,Single,Female,Human resources officer,None,None
12,Field Lane,Bethan,Elliott,62,Head,Divorced,Female,Unemployed,None,None
12,Field Lane,Mandy,Lewis,7,Granddaughter,NA,Female,Student,None,NA
13,Field Lane,Fiona,Moore,68,Head,Married,Female,"Retired Engineer, technical sales",None,Methodist
13,Field Lane,Christian,Moore,70,Husband,Married,Male,"Retired Engineer, civil (consulting)",None,Methodist
13,Field Lane,Alison,Moore,39,Daughter,Single,Female,Biomedical engineer,None,Methodist
13,Field Lane,Steven,Moore,39,Son,Single,Male,"Librarian, academic",None,None
14,Field Lane,Jill,Ross,52,Head,Single,Female,Volunteer coordinator,None,Christian
14,Field Lane,Gregory,Roberts,56,Partner,Single,Male,"Engineer, civil (contracting)",None,Christian
14,Field Lane,Andrew,Ross,11,Son,NA,Male,Student,None,NA
15,Field Lane,Emma,Patel,55,Head,Single,Female,Unemployed,None,Christian
15,Field Lane,Emma,Patel,22,Daughter,Widowed,Female,University Student,None,None
16,Field Lane,Clive,Farrell,32,Head,Single,Male,Cabin crew,None,None
16,Field Lane,Callum,Baker,40,None,Single,Male,Armed forces operational officer,None,Christian
16,Field Lane,Patricia,Gregory,28,None,Single,Female,"Production assistant, radio",None,Catholic
17,Field Lane,Jane,Price,71,Head,Widowed,Female,Retired Mental health nurse,None,None
18,Field Lane,Victoria,Wall,33,Head,Married,Female,Further education lecturer,None,None
18,Field Lane,Declan,Wall,35,Husband,Married,Male,"Production assistant, radio",None,None
19,Field Lane,Judith,Edwards,36,Head,Married,Female,Fine artist,None,None
19,Field Lane,Charles,Edwards,38,Husband,Married,Male,Chief Operating Officer,None,None
1,Virgo Drive,Lynne,Griffiths,63,Head,Married,Female,Multimedia specialist,None,None
1,Virgo Drive,Ricky,Griffiths,65,Husband,Married,Male,"Therapist, art",None,None
1,Virgo Drive,Angela,Griffiths,27,Daughter,Divorced,Female,Electrical engineer,None,None
2,Virgo Drive,Colin,Bell,72,Head,Widowed,Male,Retired Proofreader,None,None
3,Virgo Drive,Shaun,Thompson,41,Head,Divorced,Male,Unemployed,None,None
3,Virgo Drive,Alison,Thompson,7,Daughter,NA,Female,Student,None,NA
4,Virgo Drive,Fiona,Whitehouse,40,Head,Single,Female,Agricultural engineer,None,None
4,Virgo Drive,Geraldine,Whitehouse,23,Daughter,Single,Female,"Engineer, production",None,None
4,Virgo Drive,Carl,Whitehouse,19,Son,Single,Male,University Student,None,None
5,Virgo Drive,Katy,Oliver,40,Head,Single,Female,"Research officer, political party",None,Christian
6,Virgo Drive,Roger,James,55,Head,Single,Male,Unemployed,None,Catholic
6,Virgo Drive,Ross,James,23,Son,Divorced,Male,"Production designer, theatre/television/film",None,None
6,Virgo Drive,Gillian,James,20,Daughter,Single,Female,University Student,None,None
7,Virgo Drive,Angela,Adams,82,Head,Widowed,Female,Retired Biomedical scientist,None,Christian
8,Virgo Drive,Adam,Read,82,Head,Married,Male,Retired Community pharmacist,None,Christian
8,Virgo Drive,Pauline,Read,80,Wife,Married,Female,"Retired Scientist, research (physical sciences)",None,None
9,Virgo Drive,Jake,Dale,41,Head,Single,Male,Unemployed,None,Methodist
10,Virgo Drive,Brian,Hughes,66,Head,Widowed,Male,Occupational hygienist,None,Christian
1,Smith Crescent,Clare,Porter,70,Head,Widowed,Female,"Retired Designer, textile",None,None
2,Smith Crescent,Natalie,Nelson,29,Head,Single,Female,Site engineer,None,None
3,Smith Crescent,Jill,Burgess,86,Head,Widowed,Female,Retired Broadcast engineer,None,None
4,Smith Crescent,Shannon,Murray,34,Head,Divorced,Female,"Presenter, broadcasting",None,None
4,Smith Crescent,Mark,Murray,5,Son,NA,Male,Student,None,NA
5,Smith Crescent,Joel,Shepherd,84,Head,Widowed,Male,Retired Lobbyist,None,Christian
6,Smith Crescent,Luke,Waters,77,Head,Single,Male,Retired Energy manager,None,Christian
7,Smith Crescent,Anna,Burke,86,Head,Married,Female,Retired Immigration officer,None,None
7,Smith Crescent,John,Burke,88,Husband,Married,Male,Retired Social worker,None,None
8,Smith Crescent,Cheryl,Hale,31,Head,Single,Female,"Secretary, company",None,Catholic
9,Smith Crescent,Natalie,Thompson,38,Head,Single,Female,Electronics engineer,None,None
10,Smith Crescent,Stacey,Baker,33,Head,Married,Female,Magazine journalist,None,Muslim
10,Smith Crescent,Leonard,Baker,38,Husband,Married,Male,Tourist information centre manager,None,None
11,Smith Crescent,Ricky,Hughes,42,Head,Widowed,Male,Research scientist (medical),None,Methodist
12,Smith Crescent,Elliott,Harrison,46,Head,Single,Male,Trading standards officer,None,None
13,Smith Crescent,Kenneth,Johnson,52,Head,Single,Male,Nutritional therapist,None,Christian
14,Smith Crescent,Darren,Willis,56,Head,Single,Male,"Therapist, art",None,Christian
15,Smith Crescent,Alex,Ellis,27,Head,Single,Male,Air traffic controller,None,None
16,Smith Crescent,John,Parkes,37,Head,Single,Male,Horticultural therapist,None,Catholic
17,Smith Crescent,Jayne,Davis,60,Head,Divorced,Female,Purchasing manager,None,None
18,Smith Crescent,Eileen,Webster,81,Head,Married,Female,"Retired Engineer, energy",None,None
18,Smith Crescent,Keith,Webster,83,Husband,Married,Male,Retired Photographer,None,None
1,Haynes Lane,Joanna,Jordan,50,Head,Married,Female,Unemployed,None,Christian
1,Haynes Lane,Conor,Jordan,53,Husband,Married,Male,Unemployed,None,Christian
1,Haynes Lane,Derek,Jordan,6,Son,NA,Male,Student,None,NA
1,Haynes Lane,Shaun,Jordan,3,Son,NA,Male,Child,None,NA
2,Haynes Lane,Brenda,Green,63,Head,Divorced,Female,"Surveyor, mining",None,None
2,Haynes Lane,Mathew,Green,24,Son,Single,Male,Accounting technician,None,None
2,Haynes Lane,Sandra,Green,22,Daughter,Single,Female,University Student,None,None
2,Haynes Lane,Kimberley,Green,19,Daughter,Single,Female,University Student,None,None
2,Haynes Lane,Melissa,Green,16,Daughter,NA,Female,Student,None,NA
3,Haynes Lane,Elizabeth,Cooke,46,Head,Divorced,Female,Careers adviser,None,None
4,Haynes Lane,Rosie,Smith,47,Head,Married,Female,"Engineer, automotive",None,None
4,Haynes Lane,Tom,Smith,46,Husband,Married,Male,Social worker,None,None
4,Haynes Lane,Leonard,Smith,26,Adopted Son,Single,Male,"Engineer, land",None,None
4,Haynes Lane,Gillian,Smith,8,Daughter,NA,Female,Student,None,NA
5,Haynes Lane,Josephine,Saunders,43,Head,Married,Female,Warden/ranger,None,Catholic
5,Haynes Lane,Douglas,Saunders,43,Husband,Married,Male,"Designer, exhibition/display",None,None
5,Haynes Lane,Dominic,Saunders,20,Son,Single,Male,University Student,None,Catholic
5,Haynes Lane,Joel,Saunders,17,Son,NA,Male,Student,None,NA
6,Haynes Lane,Joseph,Francis,23,Head,Single,Male,Software engineer,None,Catholic
7,Haynes Lane,Mary,Woodward-Potter,48,Head,Single,Female,"Administrator, sports",None,None
7,Haynes Lane,Ashley,Reid,55,Partner,Single,Male,Surgeon,None,None
7,Haynes Lane,Joanne,Woodward-Potter,19,Daughter,Single,Female,Tax inspector,None,None
7,Haynes Lane,Ricky,Woodward-Potter,15,Son,NA,Male,Student,None,NA
8,Haynes Lane,Lauren,Mellor,37,Head,Single,Female,Unemployed,None,Catholic
8,Haynes Lane,Julie,Mellor,11,Daughter,NA,Female,Student,None,NA
8,Haynes Lane,Victoria,Mellor,10,Daughter,NA,Female,Student,None,NA
8,Haynes Lane,Katie,Mellor,8,Daughter,NA,Female,Student,None,NA
9,Haynes Lane,Julia,King,49,Head,Married,Female,Estate manager/land agent,None,None
9,Haynes Lane,Frederick,King,51,Husband,Married,Male,Ceramics designer,None,None
9,Haynes Lane,Graeme,King,18,Son,Single,Male,Student,None,None
9,Haynes Lane,Mathew,King,16,Son,NA,Male,Student,None,NA
10,Haynes Lane,Fiona,Ward,44,Head,Married,Female,"Administrator, education",None,None
10,Haynes Lane,Jack,Ward,52,Husband,Married,Male,"Accountant, chartered",None,None
10,Haynes Lane,Joseph,Ward,8,Son,NA,Male,Student,None,NA
10,Haynes Lane,Roy,Ward,6,Son,NA,Male,Student,None,NA
11,Haynes Lane,Bethan,Wright,52,Head,Married,Female,"Surveyor, mining",None,None
11,Haynes Lane,Tom,Wright,58,Husband,Married,Male,"Nurse, adult",None,Christian
11,Haynes Lane,Amelia,Walsh,10,Granddaughter,NA,Female,Student,None,NA
12,Haynes Lane,Jason,Wright,19,Head,Single,Male,University Student,None,Methodist
12,Haynes Lane,Scott,Taylor,19,None,Single,Male,University Student,None,NA
12,Haynes Lane,Dennis,Bennett,20,None,Single,Male,University Student,None,None
12,Haynes Lane,Matthew,Hayes,25,None,Single,Male,PhD Student,None,None
12,Haynes Lane,Philip,Palmer,18,None,Single,Male,University Student,None,None
13,Haynes Lane,Ashleigh,Perkins,33,Head,Married,Female,Economist,None,None
13,Haynes Lane,Douglas,Perkins,36,Husband,Married,Male,Holiday representative,None,None
13,Haynes Lane,Amanda,Perkins,16,Daughter,NA,Female,Student,None,NA
13,Haynes Lane,Carole,Perkins,16,Daughter,NA,Female,Student,None,NA
14,Haynes Lane,Irene,Mitchell,50,Head,Married,Female,"Solicitor, Scotland",None,Methodist
14,Haynes Lane,Geoffrey,Mitchell,52,Husband,Married,Male,"Engineer, chemical",None,Methodist
14,Haynes Lane,Diane,Mitchell,25,Daughter,Single,Female,"Teacher, secondary school",None,Methodist
14,Haynes Lane,Linda,Mitchell,21,Daughter,Divorced,Female,University Student,None,None
14,Haynes Lane,Gordon,Mitchell,17,Son,NA,Male,Student,None,NA
15,Haynes Lane,Jane,Holloway,61,Head,Single,Female,Control and instrumentation engineer,None,None
16,Haynes Lane,Clive,Jackson,57,Head,Single,Male,"Civil engineer, contracting",None,None
16,Haynes Lane,Graeme,Jackson,21,Nephew,Single,Male,University Student,None,None
16,Haynes Lane,Charlotte,Cox,19,Neice,Single,Female,University Student,None,None
16,Haynes Lane,Michael,Farmer,15,Nephew,NA,Male,Student,None,NA
17,Haynes Lane,Howard,Lyons,35,Head,Single,Male,"Journalist, broadcasting",None,Catholic
17,Haynes Lane,Mathew,Phillips,45,None,Single,Male,Textile designer,None,Christian
17,Haynes Lane,Elliott,Jones,43,None,Single,Male,Horticultural consultant,None,Christian
17,Haynes Lane,Jordan,Williams,20,None,Single,Male,"Civil engineer, consulting",None,None
18,Haynes Lane,Stephanie,Begum,36,Head,Married,Female,Quarry manager,None,Sikh
18,Haynes Lane,Adam,Begum,38,Husband,Married,Male,Broadcast presenter,None,Sikh
18,Haynes Lane,Billy,Begum,5,Son,NA,Male,Student,None,NA
18,Haynes Lane,Scott,Begum,4,Son,NA,Male,Child,None,NA
18,Haynes Lane,Hugh,Begum,3,Son,NA,Male,Child,None,NA
19,Haynes Lane,Janice,Jackson,59,Head,Married,Female,Clinical psychologist,None,Christian
19,Haynes Lane,Sam,Jackson,65,Husband,Married,Male,"Geneticist, molecular",None,Christian
19,Haynes Lane,Alexandra,Jackson,25,Daughter,Single,Female,Soil scientist,None,Christian
19,Haynes Lane,Sylvia,Jackson,5,Daughter,NA,Female,Student,None,NA
20,Haynes Lane,Diana,Owens,89,Head,Single,Female,Retired Geoscientist,None,Methodist
21,Haynes Lane,Eleanor,Foster,47,Head,Divorced,Female,Health visitor,None,Methodist
21,Haynes Lane,Rosemary,Foster,12,Daughter,NA,Female,Student,None,NA
21,Haynes Lane,Hazel,Foster,9,Daughter,NA,Female,Student,None,NA
22,Haynes Lane,Lynne,Wright,38,Head,Married,Female,Brewing technologist,None,None
22,Haynes Lane,Stewart,Wright,40,Husband,Married,Male,Horticultural consultant,None,None
22,Haynes Lane,Julian,Wright,9,Son,NA,Male,Student,None,NA
22,Haynes Lane,Patricia,Wright,8,Daughter,NA,Female,Student,None,NA
23,Haynes Lane,Katherine,Murphy,39,Head,Married,Female,Landscape architect,None,Methodist
23,Haynes Lane,Scott,Murphy,38,Husband,Married,Male,"Solicitor, Scotland",None,Methodist
23,Haynes Lane,Callum,Murphy,10,Son,NA,Male,Student,None,NA
24,Haynes Lane,Dorothy,Allen,62,Head,Married,Female,Museum/gallery exhibitions officer,None,None
24,Haynes Lane,Leonard,Allen,64,Husband,Married,Male,Warden/ranger,None,None
24,Haynes Lane,Denis,Allen,39,Son,Single,Male,Personnel officer,None,None
24,Haynes Lane,James,Allen,36,Son,Single,Male,Chiropodist,None,None
25,Haynes Lane,Caroline,Green,67,Head,Married,Female,Technical author,None,Christian
25,Haynes Lane,Malcolm,Green,71,Husband,Married,Male,Retired Social worker,None,None
25,Haynes Lane,Melanie,Green,27,Daughter,Divorced,Female,Patent examiner,None,Christian
25,Haynes Lane,Abbie,Green,25,Daughter,Single,Female,Education administrator,None,None
26,Haynes Lane,Molly,Brown,69,Head,Married,Female,Retired Audiological scientist,None,Methodist
26,Haynes Lane,Shane,Brown,71,Husband,Married,Male,Retired Immigration officer,None,Methodist
27,Haynes Lane,Sian,Davis,26,Head,Married,Female,"Development worker, international aid",None,Sikh
27,Haynes Lane,Gareth,Davis,26,Husband,Married,Male,Oceanographer,None,None
27,Haynes Lane,Clive,Davis,6,Step-Son,NA,Male,Student,None,NA
27,Haynes Lane,Alison,Davis,2,Step-Daughter,NA,Female,Child,None,NA
28,Haynes Lane,Diane,Harris,36,Head,Married,Female,Unemployed,None,Methodist
28,Haynes Lane,Gavin,Harris,42,Husband,Married,Male,Tree surgeon,None,Methodist
28,Haynes Lane,Ruth,Harris,15,Daughter,NA,Female,Student,None,NA
